-59,43,16533
-49,83,16540
263,4,16557
367,-22,16541
53,-305,16534
67,-305,16551
-75,26,16558
123,-277,16543
-97,21,16529
-85,24,16527
-80,18,16525
-71,11,16526
214,76,16766
251,91,16550
75,80,16555
277,-268,16542
119,95,16566
64,-295,16542
86,-277,16542
-57,15,16578
-28,25,16542
-100,57,16553
360,-126,16760
127,-275,16583
338,-99,16568
-74,98,16531
-54,103,16562
-24,127,16530
102,-376,16725
394,952,16918
46,-361,16584
-113,25,16573
-47,39,16550
1311,-8,16670
385,310,16812
1317,-436,16787
859,208,16721
2030,167,16793
3011,-86,16374
4699,-606,16206
5371,-192,15861
5686,467,16656
7959,-326,15865
10005,-463,11758
10352,1065,12280
11791,-344,12436
11266,185,12098
11238,144,12505
10937,176,12397
10961,406,12392
11170,624,12216
11175,486,11956
11237,432,12277
11682,315,12084
10959,878,12768
11531,801,12115
11163,973,12584
11222,1044,11962
11412,828,12081
11432,841,12312
11519,470,12095
11473,811,12085
11507,476,11730
11788,438,11767
11394,770,12327
11396,790,12288
11808,536,12092
11481,411,12045
11440,390,12054
11167,437,11955
10972,631,12519
10468,758,12837
9929,1059,13022
9574,1019,14064
9945,513,13099
9735,625,13495
9762,203,13486
9345,196,13733
9796,-12,13529
9325,629,14096
9363,146,13462
9170,334,14078
9547,-15,13750
9338,152,13742
9183,290,13735
9136,325,14120
9526,299,13875
9638,50,13041
9336,200,14205
9588,-22,13941
9151,215,13705
9169,310,13940
9269,361,14119
9050,-39,13722
7560,971,15123
8241,390,14320
7765,862,14784
8033,529,14548
7317,792,14822
7386,638,14735
7495,416,15212
7482,569,14814
7215,788,15024
7064,639,15196
7181,872,15022
7215,781,15224
7040,462,15205
7437,599,14820
7055,630,15055
7064,597,14990
7079,522,15231
7048,582,15212
7200,460,15162
7234,412,14991
7200,638,15220
6810,483,15235
7194,533,15150
7253,239,15206
6911,551,15376
6819,634,15052
6950,423,15405
7012,589,15380
6801,639,14986
6580,412,15098
6565,532,15475
6125,544,15620
6005,141,15631
5302,363,15909
4844,-98,15936
4458,-488,16460
3014,80,16394
1265,-226,16476
610,-445,17974
1025,430,16587
857,-570,16549
178,772,16972
92,-274,16519
99,-236,16699
-27,122,16570
52,-132,16611
-28,27,16547
-35,60,16515
-3,31,16553
-43,32,16572
-13,54,16523
-20,28,16568
-1,84,16572
-19,21,16567
-22,0,16520
-63,59,16545
-17,8,16564
132,-114,16561
360,263,16909
236,-897,16750
302,-4446,16202
122,-4497,15562
364,-4732,16255
142,-6488,15327
377,-6784,15042
277,-6728,15060
332,-7272,15395
764,-7702,14808
269,-7730,14873
550,-7606,14696
2053,-9037,15002
1398,-8686,12752
304,-8112,16191
3704,-10146,11717
3214,-9893,14971
4239,-9727,14138
3997,-9461,15745
456,-8264,10257
2262,-10052,10248
4340,-11133,10830
3861,-9395,16438
1333,-7791,10271
1121,-8887,10249
2740,-10322,9704
3734,-10093,11540
1531,-8468,16443
2534,-8069,14759
1050,-6622,18704
1084,-8085,10941
367,-8405,12189
695,-6371,17655
110,-8570,10381
970,-8334,11217
1311,-6690,15229
120,-7425,15123
3536,-9297,12203
4227,-9811,13673
1023,-7402,16423
3714,-9331,9917
342,-7939,17281
2410,-8471,12246
1331,-8600,12093
2278,-9294,11374
3170,-9798,13370
993,-7990,16483
1384,-7362,18004
1503,-7996,18158
712,-6894,16819
428,-6557,17526
937,-8529,10863
2025,-9147,12464
173,-7759,17441
1096,-6518,13635
433,-3752,15191
1551,2587,16170
396,310,16427
-50,13,16536
-106,9,16517
819,-306,17491
505,-1662,15687
1310,-1192,17187
-2757,2276,20794
2135,-2657,12673
-2769,311,16730
4399,-3371,15711
-4739,2872,17867
6943,-3630,15043
-1867,2103,22510
5021,-3449,11536
-3034,1282,18167
1907,-1169,19675
-751,2228,23151
3090,-3249,12044
-2396,1196,19154
3476,-2480,15718
-916,990,20700
2488,-2441,13222
-1888,382,18366
207,-612,17488
1034,-1236,14611
634,-1022,16473
24,-923,17634
588,-758,16956
834,-1552,16534
578,-382,16782
1081,-1652,16521
1955,1182,14706
-446,66,16904
-116,6,16764
149,98,16358
175,83,16752
-98,6,16537
120,-275,16570
1431,417,18030
309,-208,16617
26,-754,16679
-335,282,16120
299,125,16580
116,-279,16563
274,-67,16607
-86,3,16542
1525,1327,16950
45,-373,16614
-43,55,16552
82,0,16521
84,-352,16593
108,-305,16533
-32,36,16551
-113,18,16528
68,-347,16545
119,63,16550
-73,75,16551
14,-333,16589
-61,123,16569
121,-292,16978
156,-100,16567
344,623,17503
40,-45,16808
3469,612,17929
2616,-1551,19164
255,-2280,17708
-3416,866,-15838
-3404,855,-16138
-3987,491,-15103
-5594,1285,-14997
96,-839,-16330
-1507,11,-16893
-1266,79,-16721
-1853,27,-16940
-1253,192,-17957
-1519,281,-17473
-468,6,-15016
-1944,126,-17379
38,198,-16543
402,-270,-16046
-3295,103,-17467
-105,95,-16203
-3035,285,-17978
88,-50,-16190
-2268,60,-17288
-1591,328,-16275
-3403,107,-16460
-2106,85,-16320
-2262,82,-16968
-1989,106,-16088
-2040,79,-16333
-2244,321,-16459
-1814,125,-17279
-1759,171,-16281
-2904,147,-16459
-1694,25,-16382
-2322,77,-16297
-2491,28,-15784
1266,-1173,18089
4086,-2116,15963
5944,-1684,16306
9776,-3239,12474
11815,-2436,11268
11522,-3038,8615
14084,-3738,6984
12709,-4237,3976
14165,-4182,5968
14370,-4789,4705
15190,-5211,6448
13994,-4370,7446
15617,-4919,8025
12727,-3554,8192
13912,-2984,7739
12672,-3483,8153
12899,-3130,11218
11352,-3225,12372
9560,-3365,13466
6638,-2965,12146
7094,-2209,16830
4705,-3665,12651
5091,-2698,16594
2362,-2416,15538
1497,-1409,16405
222,-182,18281
-384,299,17379
335,-319,16536
-274,310,16225
701,170,16581
455,-995,16179
420,-522,16359
353,-454,16751
517,-441,16424
59,631,16380
-195,39,16760
457,5,16577
-17,282,16907
59,-333,16627
-80,27,16578
-75,25,16554
-61,5,16565
-41,11,16533
-53,58,16592
-30,52,16530
257,-111,16547
120,125,16554
321,-136,16525
-33,121,16562
122,110,16764
364,-340,16545
261,-315,16533
123,-110,16753
268,1,16565
258,-337,16577
-84,79,16567
-69,101,16557
-59,18,16555
-16,38,16517
-91,69,16553
296,5,16569
263,18,16587
124,41,16541
288,62,16555
299,30,16574
-66,63,16572
-31,31,16541
-44,44,16554
-61,46,16577
-52,57,16540
287,64,16559
-105,71,16562
-26,11,16570
-93,11,16545
307,75,16531
-64,23,16536
-30,17,16567
-28,23,16557
-15,41,16574
-36,49,16540
-37,23,16566
-7,44,16540
257,66,16557
-39,37,16562
258,22,16566
-42,23,16552
-15,80,16542
-4,24,16557
281,68,16517
-95,22,16561
-17,92,16569
264,9,16550
-48,39,16551
-48,49,16524
306,27,16567
258,29,16546
-70,97,16526
-47,104,16548
-16,61,16560
-45,22,16512
-35,83,16550
-47,56,16574
346,-321,16589
-125,84,16536
-66,53,16570
301,-273,16583
-100,73,16544
-47,61,16562
-22,6,16548
-16,37,16555
